id,name,ima_formula,groupid,entrytype_text,colour,hmin,hmax,lustre,csystem,shortcode_ima,url
7256,Proto-ferro-suenoite,&#9723;Mn<sup>2+</sup><sub>2</sub>Fe<sup>2+</sup><sub>5</sub>Si<sub>8</sub>O<sub>22</sub>(OH)<sub>2</sub>,52565,mineral,White to brownish-yellow.,5.5,6.0,Vitreous,Orthorhombic,Pfsue,https://www.mindat.org/min-7256.html
7257,Pseudosinhalite,Mg<sub>2</sub>Al<sub>3</sub>B<sub>2</sub>O<sub>9</sub>(OH),0,mineral,Colourless,0.0,0.0,Vitreous,Monoclinic,Pshl,https://www.mindat.org/min-7257.html
7258,Pushcharovskite,K<sub>0.6</sub>Cu<sub>18</sub>[AsO<sub>2</sub>(OH)<sub>2</sub>]<sub>4</sub>[AsO<sub>3</sub>OH]<sub>10</sub>(AsO<sub>4</sub>)(OH)<sub>9.6</sub> &middot; 18.6H<sub>2</sub>O,0,mineral,Colorless to light green,0.0,0.0,Vitreous,Triclinic,Pus,https://www.mindat.org/min-7258.html
7259,Pyatenkoite-(Y),Na<sub>5</sub>YTiSi<sub>6</sub>O<sub>18</sub> &middot; 6H<sub>2</sub>O,53630,mineral,Colourless,4.0,5.0,Vitreous,Trigonal,Pyt-Y,https://www.mindat.org/min-7259.html
7262,Quadratite,AgCdAsS<sub>3</sub>,0,mineral,Gray; reddish (laminae),3.0,3.0,Sub Metallic,Tetragonal,Qd,https://www.mindat.org/min-7262.html
7265,Quintinite,Mg<sub>4</sub>Al<sub>2</sub>(OH)<sub>12</sub>(CO<sub>3</sub>) &middot; 3H<sub>2</sub>O,43291,mineral,"Yellow to colorless, orange-brown",2.0,2.0,Vitreous,Hexagonal,Qtn,https://www.mindat.org/min-7265.html
7268,Rambergite,MnS,10922,mineral,Dark brown to black,4.0,4.0,Resinous,Hexagonal,Rbg,https://www.mindat.org/min-7268.html
7269,Rheniite,ReS<sub>2</sub>,0,mineral,"Silvery-white, black, red translucent",0.0,0.0,,Triclinic,Rhn,https://www.mindat.org/min-7269.html
7270,Rhodarsenide,Rh<sub>2</sub>As,0,mineral,,4.0,5.0,Metallic,Orthorhombic,Rda,https://www.mindat.org/min-7270.html
7271,Rodolicoite,Fe<sup>3+</sup>(PO<sub>4</sub>),0,mineral,Reddish brown,0.0,0.0,Greasy (Oily),Trigonal,Rdl,https://www.mindat.org/min-7271.html
7274,Rosiaite,PbSb<sub>2</sub>O<sub>6</sub>,0,mineral,"Colourless, pale yellow",5.5,5.5,Resinous,Trigonal,Rsi,https://www.mindat.org/min-7274.html
7275,Rossmanite,&#9723;(Al<sub>2</sub>Li)Al<sub>6</sub>(Si<sub>6</sub>O<sub>18</sub>)(BO<sub>3</sub>)<sub>3</sub>(OH)<sub>3</sub>(OH),4003,mineral,Pale-pink to colorless,7.0,7.0,Vitreous.,Trigonal,Rsm,https://www.mindat.org/min-7275.html
7276,Rubicline,Rb(AlSi<sub>3</sub>O<sub>8</sub>),118,mineral,Colourless,0.0,0.0,Vitreous,Monoclinic,Rub,https://www.mindat.org/min-7276.html
7277,Saddlebackite,Pb<sub>2</sub>Bi<sub>2</sub>Te<sub>2</sub>S<sub>3</sub>,39723,mineral,"Grey, but often appears black due to specular reflection",2.0,2.5,Metallic,Hexagonal,Sdd,https://www.mindat.org/min-7277.html
7278,Scandiobabingtonite,"(Ca,Na)<sub>2</sub>(Fe<sup>2+</sup>,Mn)(Sc,Fe<sup>3+</sup>)Si<sub>5</sub>O<sub>14</sub>(OH)",0,mineral,"Colourless, pale grey-green, ligth green, dark green",6.0,6.0,Vitreous,Triclinic,Sbab,https://www.mindat.org/min-7278.html
7279,Schäferite,(NaCa<sub>2</sub>)Mg<sub>2</sub>(VO<sub>4</sub>)<sub>3</sub>,52729,mineral,Orange-red,5.0,5.0,Vitreous,Isometric,Sfr,https://www.mindat.org/min-7279.html
7281,Schwertmannite,Fe<sup>3+</sup><sub>16</sub>O<sub>16</sub>(OH)<sub>9.6</sub>(SO<sub>4</sub>)<sub>3.2</sub> &middot; 10H<sub>2</sub>O,0,mineral,Brownish yellow,1.0,2.0,Earthy,Tetragonal,Swm,https://www.mindat.org/min-7281.html
7284,Seidite-(Ce),"Na<sub>4</sub>(Ce,Sr)<sub>2</sub>TiSi<sub>8</sub>O<sub>18</sub>(O,OH,F)<sub>6</sub> &middot; 5H<sub>2</sub>O",0,mineral,"Bright yellow, pinkish yellow, creamy-white",3.0,4.0,"Vitreous , Silky",Monoclinic,Sei-Ce,https://www.mindat.org/min-7284.html
7287,Selwynite,NaKBeZr<sub>2</sub>(PO<sub>4</sub>)<sub>4</sub> &middot; 2H<sub>2</sub>O,42029,mineral,Deep purplish blue,4.0,4.0,Vitreous,Tetragonal,Swy,https://www.mindat.org/min-7287.html
7288,Serrabrancaite,Mn(PO<sub>4</sub>) &middot; H<sub>2</sub>O,29300,mineral,Dark brown to dark greenish black,3.5,3.5,Adamantine,Monoclinic,Sra,https://www.mindat.org/min-7288.html
7289,Sheldrickite,NaCa<sub>3</sub>(CO<sub>3</sub>)<sub>2</sub>F<sub>3</sub> &middot; H<sub>2</sub>O,0,mineral,Colourless to white,3.0,3.0,Vitreous,Trigonal,Sdk,https://www.mindat.org/min-7289.html
7290,Shibkovite,K<sub>2</sub>Ca<sub>2</sub>(Zn<sub>3</sub>Si<sub>12</sub>)O<sub>30</sub>,29318,mineral,"Colourless, white",5.5,6.0,Vitreous,Hexagonal,Sko,https://www.mindat.org/min-7290.html
7291,Shkatulkalite,Na<sub>2</sub>Nb<sub>2</sub>Na<sub>3</sub>Ti(Si<sub>2</sub>O<sub>7</sub>)<sub>2</sub>O<sub>2</sub>(FO)(H<sub>2</sub>O)<sub>4</sub>(H<sub>2</sub>O)<sub>3</sub>,42445,mineral,"Colourless to silver-white, yellow, light pink, creamy-white",3.0,3.0,Pearly,Triclinic,Skk,https://www.mindat.org/min-7291.html
7292,Shuangfengite,IrTe<sub>2</sub>,53591,mineral,Black,3.0,3.0,Metallic,Trigonal,Sfg,https://www.mindat.org/min-7292.html
7293,Sidpietersite,Pb<sup>2+</sup><sub>4</sub>(S<sub>2</sub>O<sub>3</sub>)O<sub>2</sub>(OH)<sub>2</sub>,0,mineral,"Colourless, beige",1.0,2.0,Earthy,Triclinic,Sdp,https://www.mindat.org/min-7293.html
7294,Sigismundite,BaFe<sup>2+</sup>(CaNa<sub>2</sub>)Fe<sup>2+</sup><sub>13</sub>Al(PO<sub>4</sub>)<sub>11</sub>(PO<sub>3</sub>OH)(OH)<sub>2</sub>,28960,mineral,Grayish-green,0.0,0.0,Greasy (Oily),Monoclinic,Ajd-BaFe,https://www.mindat.org/min-7294.html
7296,Silvialite,Ca<sub>4</sub>Al<sub>6</sub>Si<sub>6</sub>O<sub>24</sub>(SO<sub>4</sub>),29331,mineral,"White, slightly yellowish",5.5,5.5,Vitreous,Tetragonal,Slv,https://www.mindat.org/min-7296.html
7297,Simmonsite,Na<sub>2</sub>LiAlF<sub>6</sub>,50241,mineral,"Cloudy white, Cream white, pale buff",2.5,3.0,Greasy,Monoclinic,Sim,https://www.mindat.org/min-7297.html
7298,Smolyaninovite,Co<sub>3</sub>Fe<sup>3+</sup><sub>2</sub>(AsO<sub>4</sub>)<sub>4</sub> &middot; 11H<sub>2</sub>O,47043,mineral,Yellow,2.0,2.0,Silky,Orthorhombic,Sya,https://www.mindat.org/min-7298.html
7299,Smrkovecite,Bi<sub>2</sub>O(OH)(PO<sub>4</sub>),40217,mineral,"White, light yellow",4.0,5.0,"Vitreous , Adamantine",Monoclinic,Skc,https://www.mindat.org/min-7299.html
7307,Sorosite,"Cu<sub>1+x</sub>(Sn,Sb)",0,mineral,,5.0,5.5,Metallic,Hexagonal,Sor,https://www.mindat.org/min-7307.html
7308,Sphaerobismoite,Bi<sub>2</sub>O<sub>3</sub>,0,mineral,"Green, pale yellow, gray",4.0,4.0,Subadamantine,Tetragonal,Sbm,https://www.mindat.org/min-7308.html
7310,Stanĕkite,Fe<sup>3+</sup>Mn<sup>2+</sup>O(PO<sub>4</sub>),39769,mineral,Black,4.0,5.0,Sub Metallic,Monoclinic,Stk,https://www.mindat.org/min-7310.html
7313,Stilbite-Ca,NaCa<sub>4</sub>(Si<sub>27</sub>Al<sub>9</sub>)O<sub>72</sub> &middot; 28H<sub>2</sub>O,3785,mineral,"White, colourless, red, light yellow, light to dark brown, cream, orange, pink",3.5,4.0,"Vitreous , Pearly",Monoclinic,Stb-Ca,https://www.mindat.org/min-7313.html
7314,Stilbite-Na,Na<sub>9</sub>(Si<sub>27</sub>Al<sub>9</sub>)O<sub>72</sub> &middot; 28H<sub>2</sub>O,3785,mineral,"White, colourless, red, light yellow, light to dark brown, cream",3.5,4.0,"Vitreous , Pearly",Monoclinic,Stb-Na,https://www.mindat.org/min-7314.html
7315,Stoppaniite,Fe<sup>3+</sup><sub>2</sub>Be<sub>3</sub>Si<sub>6</sub>O<sub>18</sub> &middot; H<sub>2</sub>O,40374,mineral,Light blue,7.5,7.5,Vitreous,Hexagonal,Spp,https://www.mindat.org/min-7315.html
7317,Strontiomelane,Sr(Mn<sup>4+</sup><sub>6</sub>Mn<sup>3+</sup><sub>2</sub>)O<sub>16</sub>,29285,mineral,Black,4.0,4.5,Sub Metallic,Monoclinic,Sml,https://www.mindat.org/min-7317.html
7321,Sudovikovite,PtSe<sub>2</sub>,53591,mineral,Yellowish white,2.0,2.5,Metallic,Trigonal,Svi,https://www.mindat.org/min-7321.html
7322,Suredaite,PbSnS<sub>3</sub>,0,mineral,Grayish black,2.5,3.0,Metallic,Orthorhombic,Su,https://www.mindat.org/min-7322.html
7325,Tainiolite,KLiMg<sub>2</sub>Si<sub>4</sub>O<sub>10</sub>F<sub>2</sub>,53393,mineral,"Colourless, brownish green",2.5,3.5,Vitreous,Monoclinic,Tai,https://www.mindat.org/min-7325.html
7327,Tantalcarbide,TaC,0,mineral,Bronze,6.0,7.0,Sub Metallic,Isometric,Tcb,https://www.mindat.org/min-7327.html
7328,Tantalowodginite,"(Mn,&#9723;)TaTa<sub>2</sub>O<sub>8</sub>",46759,mineral,Orange-red to deep red,5.0,5.5,Adamantine,Monoclinic,Ttwdg,https://www.mindat.org/min-7328.html
7330,Ternesite,Ca<sub>5</sub>(SiO<sub>4</sub>)<sub>2</sub>(SO<sub>4</sub>),0,mineral,"Pale blue, brown, light green, colourless",4.5,5.0,Vitreous,Orthorhombic,Tns,https://www.mindat.org/min-7330.html
7331,Ternovite,MgNb<sub>4</sub>O<sub>11</sub> &middot; 8-12H<sub>2</sub>O,46763,mineral,White,3.0,3.0,"Adamantine , Silky",Monoclinic,Tno,https://www.mindat.org/min-7331.html
7332,Terranovaite,NaCaAl<sub>3</sub>Si<sub>17</sub>O<sub>40</sub> &middot; ~8H<sub>2</sub>O,4395,mineral,Bluish,0.0,0.0,Vitreous,Orthorhombic,Tnv,https://www.mindat.org/min-7332.html
7333,Tetraferriannite,KFe<sup>2+</sup><sub>3</sub>(Si<sub>3</sub>Fe<sup>3+</sup>)O<sub>10</sub>(OH)<sub>2</sub>,677,mineral,Brown to black,2.5,3.0,,Monoclinic,Tfann,https://www.mindat.org/min-7333.html
7335,Thérèsemagnanite,NaCo<sub>4</sub>(SO<sub>4</sub>)(OH)<sub>6</sub>Cl &middot; 6H<sub>2</sub>O,470918,mineral,Pink to light pink,1.5,2.0,Pearly,Trigonal,Tmg,https://www.mindat.org/min-7335.html
7336,Thomasclarkite-(Y),NaY(HCO<sub>3</sub>)(OH)<sub>3</sub> &middot; 4H<sub>2</sub>O,0,mineral,Honey-yellow to white,2.0,3.0,Vitreous,Monoclinic,Tcl-Y,https://www.mindat.org/min-7336.html
7339,Titanium,Ti,0,mineral,Silver-grey,4.0,4.0,Metallic,Hexagonal,Ti,https://www.mindat.org/min-7339.html
7341,Trilithionite,KLi<sub>1.5</sub>Al<sub>1.5</sub>(Si<sub>3</sub>Al)O<sub>10</sub>F<sub>2</sub>,53393,mineral,Pink-violet,0.0,0.0,,Monoclinic,Tln,https://www.mindat.org/min-7341.html
7343,Tschörtnerite,"Ca<sub>4</sub>(K,Ca,Sr,Ba)<sub>3</sub>Cu<sub>3</sub>Al<sub>12</sub>Si<sub>12</sub>O<sub>48</sub>(OH)<sub>8</sub> &middot; 20H<sub>2</sub>O",4395,mineral,Light blue,4.5,4.5,Vitreous,Isometric,Tht,https://www.mindat.org/min-7343.html
7344,Tsugaruite,Pb<sub>28</sub>As<sub>15</sub>S<sub>50</sub>Cl,0,mineral,Lead-gray,2.5,3.0,Metallic,Orthorhombic,Tsg,https://www.mindat.org/min-7344.html
7345,Turkestanite,"(K,&#9723;)(Ca,Na)<sub>2</sub>ThSi<sub>8</sub>O<sub>20</sub> &middot; nH<sub>2</sub>O",34954,mineral,"Brown, apple-green",5.5,6.0,Vitreous,Tetragonal,Tkt,https://www.mindat.org/min-7345.html
7348,Utahite,MgCu<sup>2+</sup><sub>4</sub>Zn<sub>2</sub>Te<sup>6+</sup><sub>3</sub>O<sub>14</sub>(OH)<sub>4</sub> &middot; 6H<sub>2</sub>O,0,mineral,"Light blue, blue-green",4.0,5.0,"Vitreous , Adamantine",Triclinic,Uta,https://www.mindat.org/min-7348.html
7349,Vanadomalayaite,CaVO(SiO<sub>4</sub>),39493,mineral,Deep red,6.0,6.0,Adamantine,Monoclinic,Vmly,https://www.mindat.org/min-7349.html
7352,Vergasovaite,Cu<sub>3</sub>O(MoO<sub>4</sub>)(SO<sub>4</sub>),0,mineral,Olive-green,4.0,5.5,Vitreous,Orthorhombic,Vgs,https://www.mindat.org/min-7352.html
7353,Viaeneite,"(Fe,Pb)<sub>4</sub>S<sub>8</sub>O",0,mineral,Yellow,3.5,4.5,Metallic,Monoclinic,Via,https://www.mindat.org/min-7353.html
7354,Vicanite-(Ce),"(Ca,Ce,La,Th)<sub>15</sub>As<sup>5+</sup>(As<sup>3+</sup>,Na)<sub>0.5</sub>Fe<sup>3+</sup><sub>0.7</sub>Si<sub>6</sub>B<sub>4</sub>(O,F)<sub>47</sub>",39509,mineral,"Green, yellow",5.0,6.0,"Vitreous , Adamantine",Trigonal,Vic-Ce,https://www.mindat.org/min-7354.html
7356,Vihorlatite,Bi<sub>24</sub>Se<sub>17</sub>Te<sub>4</sub>,29337,mineral,Steel gray,0.0,0.0,Metallic,Trigonal,Vih,https://www.mindat.org/min-7356.html
7357,Vlodavetsite,Ca<sub>2</sub>Al(SO<sub>4</sub>)<sub>2</sub>F<sub>2</sub>Cl &middot; 4H<sub>2</sub>O,0,mineral,Colourless,0.0,0.0,Vitreous,Tetragonal,Vlo,https://www.mindat.org/min-7357.html
7359,Vuoriyarvite-K,"(K,Na,&#9723;)<sub>12</sub>Nb<sub>8</sub>(Si<sub>4</sub>O<sub>12</sub>)<sub>4</sub>O<sub>8</sub> &middot; 12-16H<sub>2</sub>O",46928,mineral,White,4.5,4.5,Vitreous,Monoclinic,Vyv-K,https://www.mindat.org/min-7359.html
7360,Walfordite,"(Fe<sup>3+</sup>,Te<sup>6+</sup>,Ti<sup>4+</sup>,Mg)Te<sup>4+</sup><sub>3</sub>O<sub>8</sub>",0,mineral,Orange,0.0,0.0,Adamantine,Isometric,Wfd,https://www.mindat.org/min-7360.html
7361,Wallkilldellite-(Fe),Ca<sub>2</sub>Fe<sup>2+</sup><sub>3</sub>(AsO<sub>4</sub>)<sub>2</sub>(OH)<sub>4</sub> &middot; 9H<sub>2</sub>O,0,mineral,Brown to brownish yellow,2.0,3.0,"Vitreous , Resinous",Hexagonal,Wlk-Fe,https://www.mindat.org/min-7361.html
7364,Wesselsite,SrCuSi<sub>4</sub>O<sub>10</sub>,46997,mineral,Blue,4.0,5.0,Vitreous,Tetragonal,Wes,https://www.mindat.org/min-7364.html
7365,Wilhelmkleinite,ZnFe<sup>3+</sup><sub>2</sub>(AsO<sub>4</sub>)<sub>2</sub>(OH)<sub>2</sub>,29301,mineral,Blackish green,4.5,4.5,Adamantine,Monoclinic,Wkl,https://www.mindat.org/min-7365.html
7367,Wiluite,"Ca<sub>19</sub>(Al,Mg)<sub>13</sub>(B,&#9723;,Al)<sub>5</sub>(SiO<sub>4</sub>)<sub>10</sub>(Si<sub>2</sub>O<sub>7</sub>)<sub>4</sub>(O,OH)<sub>10</sub>",32107,mineral,Dark green,6.0,6.0,Vitreous,Tetragonal,Wil,https://www.mindat.org/min-7367.html
7371,Wooldridgeite,Na<sub>2</sub>CaCu<sup>2+</sup><sub>2</sub>(P<sub>2</sub>O<sub>7</sub>)<sub>2</sub> &middot; 10H<sub>2</sub>O,0,mineral,Blue-green,2.0,3.0,Vitreous,Orthorhombic,Woo,https://www.mindat.org/min-7371.html
7372,Wupatkiite,CoAl<sub>2</sub>(SO<sub>4</sub>)<sub>4</sub> &middot; 22H<sub>2</sub>O,29294,mineral,"Light pink, pink-red",1.5,2.0,Silky,Monoclinic,Wup,https://www.mindat.org/min-7372.html
7374,Xenotime-(Yb),Yb(PO<sub>4</sub>),31871,mineral,"Colourless to yellow, light brown",0.0,0.0,Vitreous,Tetragonal,Xtm-Yb,https://www.mindat.org/min-7374.html
7378,Yixunite,Pt<sub>3</sub>In,0,mineral,Steel black,6.0,6.0,Metallic,Isometric,Yix,https://www.mindat.org/min-7378.html
7380,Yttrotungstite-(Ce),CeW<sub>2</sub>O<sub>6</sub>(OH)<sub>3</sub>,0,mineral,Orange-yellow,1.0,1.0,,Monoclinic,Ytgs-Ce,https://www.mindat.org/min-7380.html
7381,Yuanjiangite,AuSn,0,mineral,Silver-white,3.5,4.0,Metallic,Hexagonal,Yjg,https://www.mindat.org/min-7381.html
7382,Yvonite,Cu(AsO<sub>3</sub>OH) &middot; 2H<sub>2</sub>O,35124,mineral,Turquoise-blue,3.5,4.0,Vitreous,Triclinic,Yv,https://www.mindat.org/min-7382.html
7383,Gagarinite-(Ce),NaCaCeF<sub>6</sub>,0,mineral,Colourless to light pink,3.5,3.5,Vitreous,Trigonal,Gag-Ce,https://www.mindat.org/min-7383.html
7384,Zdenĕkite,NaPbCu<sub>5</sub>(AsO<sub>4</sub>)<sub>4</sub>Cl &middot; 5H<sub>2</sub>O,39534,mineral,Intense blue,1.5,2.0,Vitreous,Monoclinic,Zde,https://www.mindat.org/min-7384.html
7386,Zincohögbomite-2N2S,"(Zn,Al,Fe)<sub>3</sub>(Al,Fe,Ti)<sub>8</sub>O<sub>15</sub>(OH)",56067,mineral,Deep brown to black,7.0,7.0,Adamantine,Hexagonal,Zhög-2N2S,https://www.mindat.org/min-7386.html
7387,Zlatogorite,CuNiSb<sub>2</sub>,29316,mineral,Silver-white,4.5,4.5,Metallic,Trigonal,Zla,https://www.mindat.org/min-7387.html
7581,Biehlite,Sb<sup>3+</sup><sub>2</sub>MoO<sub>6</sub>,0,mineral,White,1.0,1.5,,Monoclinic,Bhl,https://www.mindat.org/min-7581.html
7582,Charmarite,Mn<sub>4</sub>Al<sub>2</sub>(OH)<sub>12</sub>(CO<sub>3</sub>) &middot; 3H<sub>2</sub>O,43291,mineral,,2.0,2.5,,Hexagonal,Char,https://www.mindat.org/min-7582.html
7660,Pertsevite-(OH),Mg<sub>2</sub>(BO<sub>3</sub>)(OH),0,mineral,colorless or have a light brown hue,5.5,6.5,,Orthorhombic,Psv-OH,https://www.mindat.org/min-7660.html
7677,Luobusaite,Fe<sub>0.84</sub>Si<sub>2</sub>,0,mineral,steel-gray,0.0,0.0,,Orthorhombic,Luo,https://www.mindat.org/min-7677.html
7680,Salzburgite,Cu<sub>1.6</sub>Pb<sub>1.6</sub>Bi<sub>6.4</sub>S<sub>12</sub>,0,mineral,Light gray,0.0,0.0,,Orthorhombic,Szb,https://www.mindat.org/min-7680.html
7726,Telluronevskite,Bi<sub>3</sub>TeSe<sub>2</sub>,29337,mineral,Steel-grey,3.5,3.5,,Trigonal,Tnvk,https://www.mindat.org/min-7726.html
7729,Hydroxylclinohumite,Mg<sub>9</sub>(SiO<sub>4</sub>)<sub>4</sub>(OH)<sub>2</sub>,46186,mineral,"Pale yellow to orange-yellow, almost colourless.",6.5,6.5,Vitreous to dull,Monoclinic,Hchu,https://www.mindat.org/min-7729.html
7962,Calciosamarskite,"(Ca,Fe,Y)(Nb,Ta,Ti)O<sub>4</sub>",39540,mineral,Black,5.0,6.0,,Orthorhombic,Csmk,https://www.mindat.org/min-7962.html
7982,Tungsten,W,0,mineral,Silver white to steel grey,0.0,0.0,,Isometric,W,https://www.mindat.org/min-7982.html
8016,Tsilaisite,NaMn<sup>2+</sup><sub>3</sub>Al<sub>6</sub>(Si<sub>6</sub>O<sub>18</sub>)(BO<sub>3</sub>)<sub>3</sub>(OH)<sub>3</sub>(OH),4003,mineral,Greenish yellow ,7.0,7.0,,Trigonal,Tsl,https://www.mindat.org/min-8016.html
8212,Kurgantaite,CaSrB<sub>5</sub>O<sub>9</sub>Cl &middot; H<sub>2</sub>O,39748,mineral,Colourless to white,6.0,6.5,,Triclinic,Kga,https://www.mindat.org/min-8212.html
8864,Hubeite,Ca<sub>2</sub>Mn<sup>2+</sup>Fe<sup>3+</sup>Si<sub>4</sub>O<sub>12</sub>(OH) &middot; 2H<sub>2</sub>O,0,mineral,Dark brown to light brown in thinner crystals.,5.5,5.5,Vitreous,Triclinic,Hub,https://www.mindat.org/min-8864.html
8957,Ferro-holmquistite,&#9723;Li<sub>2</sub>(Fe<sup>2+</sup><sub>3</sub>Al<sub>2</sub>)Si<sub>8</sub>O<sub>22</sub>(OH)<sub>2</sub>,8958,mineral,"Black, dark-violet, light sky-blue.",5.0,6.0,Vitreous,Orthorhombic,Fhlm,https://www.mindat.org/min-8957.html
9294,Decrespignyite-(Y),Y<sub>4</sub>Cu(CO<sub>3</sub>)<sub>4</sub>Cl(OH)<sub>5</sub> &middot; 2H<sub>2</sub>O,0,mineral,Bright royal blue to pale blue,4.0,4.0,,Monoclinic,Dcp-Y,https://www.mindat.org/min-9294.html
9574,Calcio-olivine,Ca<sub>2</sub>(SiO<sub>4</sub>),29264,mineral,"Very light yellowish rose (caused by microinclusions of bernalite), colorless in thin sections",4.5,4.5,,Orthorhombic,Caol,https://www.mindat.org/min-9574.html
9647,Silicocarnotite,Ca<sub>5</sub>[(PO<sub>4</sub>)(SiO<sub>4</sub>)](PO<sub>4</sub>),0,mineral,Colourless (natural); blue (synthetic),5.0,5.0,,Orthorhombic,Scnt,https://www.mindat.org/min-9647.html
9658,Lemanskiite,NaCaCu<sub>5</sub>(AsO<sub>4</sub>)<sub>4</sub>Cl &middot; 3H<sub>2</sub>O,0,mineral,Sky blue,2.0,3.0,,Monoclinic,Lmk,https://www.mindat.org/min-9658.html
10174,Batiferrite,BaTi<sub>2</sub>Fe<sup>3+</sup><sub>8</sub>Fe<sup>2+</sup><sub>2</sub>O<sub>19</sub>,55419,mineral,Black,5.5,6.0,Sub-metallic,Hexagonal,Bfe,https://www.mindat.org/min-10174.html
10175,Dashkovaite,Mg(HCOO)<sub>2</sub> &middot; 2H<sub>2</sub>O,0,mineral,White,1.0,1.0,Vitreous,Monoclinic,Dkv,https://www.mindat.org/min-10175.html
10316,Lisitsynite,KBSi<sub>2</sub>O<sub>6</sub>,0,mineral,Colourless,6.0,6.0,Vitreous,Orthorhombic,Lss,https://www.mindat.org/min-10316.html
10317,Malinkoite,NaBSiO<sub>4</sub>,0,mineral,Colorless to pale pink,5.0,5.0,Vitreous,Hexagonal,Mlk,https://www.mindat.org/min-10317.html
10318,Pillaite,Pb<sub>9</sub>Sb<sub>10</sub>S<sub>23</sub>ClO<sub>0.5</sub>,0,mineral,Black,3.0,4.0,Metallic,Monoclinic,Pil,https://www.mindat.org/min-10318.html
10319,Woodallite,Mg<sub>6</sub>Cr<sub>2</sub>(OH)<sub>16</sub>Cl<sub>2</sub> &middot; 4H<sub>2</sub>O,29298,mineral,Purple to deep magenta.,1.5,2.0,Resinous to Waxy,Trigonal,Wod,https://www.mindat.org/min-10319.html
10333,Fluorannite,KFe<sup>2+</sup><sub>3</sub>(Si<sub>3</sub>Al)O<sub>10</sub>F<sub>2</sub>,677,mineral,Iron-black,3.0,3.0,,Monoclinic,Fann,https://www.mindat.org/min-10333.html
10334,Magnesio-fluoro-arfvedsonite,NaNa<sub>2</sub>(Mg<sub>4</sub>Fe<sup>3+</sup>)Si<sub>8</sub>O<sub>22</sub>F<sub>2</sub>,8603,mineral,Dark-grey to greyish-black,5.5,5.5,Vitreous,Monoclinic,Mfarf,https://www.mindat.org/min-10334.html
10343,Fencooperite,Ba<sub>6</sub>Fe<sup>3+</sup><sub>3</sub>Si<sub>8</sub>O<sub>23</sub>(CO<sub>3</sub>)<sub>2</sub>Cl<sub>3</sub> &middot; H<sub>2</sub>O,0,mineral,Jet black to a dirty grey-brown (on very thin edges),4.5,5.0,,Trigonal,Fco,https://www.mindat.org/min-10343.html
10349,Redgillite,Cu<sub>6</sub>(SO<sub>4</sub>)(OH)<sub>10</sub> &middot; H<sub>2</sub>O,0,mineral,"Pale green, grass green, emerald green, nickel green",2.0,2.0,,Monoclinic,Rgl,https://www.mindat.org/min-10349.html
10380,Oxy-vanadium-dravite,NaV<sub>3</sub>(V<sub>4</sub>Mg<sub>2</sub>)(Si<sub>6</sub>O<sub>18</sub>)(BO<sub>3</sub>)<sub>3</sub>(OH)<sub>3</sub>O,4003,mineral,Dark green with yellow-brown tint to black.,7.0,7.0,Resinous.,Trigonal,Ovdrv,https://www.mindat.org/min-10380.html
10382,Bradaczekite,NaCuCuCu<sub>2</sub>(AsO<sub>4</sub>)<sub>3</sub>,29266,mineral,Dark blue,0.0,0.0,Adamantine,Monoclinic,Bdc,https://www.mindat.org/min-10382.html
10386,Kampfite,Ba<sub>12</sub>(Si<sub>11</sub>Al<sub>5</sub>)O<sub>31</sub>(CO<sub>3</sub>)<sub>8</sub>Cl<sub>5</sub>,0,mineral,Light blue-grey,3.0,3.0,Vitreous,Monoclinic,Kpf,https://www.mindat.org/min-10386.html
10390,Micheelsenite,"(Ca,Y)<sub>3</sub>Al(PO<sub>3</sub>OH)(CO<sub>3</sub>)(OH)<sub>6</sub> &middot; 12H<sub>2</sub>O",29289,mineral,White to colourless,3.5,4.0,Vitreous,Hexagonal,Msn,https://www.mindat.org/min-10390.html
10392,Orthojoaquinite-(La),"NaBa<sub>2</sub>Fe<sup>2+</sup>La<sub>2</sub>Ti<sub>2</sub>(SiO<sub>3</sub>)<sub>8</sub>O<sub>2</sub>(OH,O,F) &middot; H<sub>2</sub>O",29237,mineral,Brown,5.0,5.0,Silky,Orthorhombic,Ojq-La,https://www.mindat.org/min-10392.html
10397,Polyakovite-(Ce),"(Ce,Ca)<sub>4</sub>MgCr<sub>2</sub>(Ti,Nb)<sub>2</sub>Si<sub>4</sub>O<sub>22</sub>",51417,mineral,Black,5.5,6.0,Adamantine,Monoclinic,Pak-Ce,https://www.mindat.org/min-10397.html
10409,Hydrohalloysite,Al<sub>2</sub>Si<sub>2</sub>O<sub>5</sub>(OH)<sub>4</sub> &middot; 2H<sub>2</sub>O,0,mineral,,0.0,0.0,,Monoclinic,Hly-10Å,https://www.mindat.org/min-10409.html
10588,Rouaite,Cu<sub>2</sub>(NO<sub>3</sub>)(OH)<sub>3</sub>,0,mineral,Dark emerald-green,0.0,0.0,Vitreous,Monoclinic,Rou,https://www.mindat.org/min-10588.html
10589,Theoparacelsite,Cu<sub>3</sub>(OH)<sub>2</sub>As<sub>2</sub>O<sub>7</sub>,0,mineral,Dark pistachio green,0.0,0.0,Vitreous - Adamantine,Orthorhombic,Thp,https://www.mindat.org/min-10589.html
